House_Type,Bedrooms,Bathrooms,Hydro,Heat,Water,Parking,Pet_Friendly,Air_Conditioning,Smoking,Laundry,Dishwasher,Fridge,Furnished,Gym,Pool,24_Hour_Security,Bicycle_Parking,Storage_Space,Elevator_in_Building,Personal_Outdoor_Space,Agreement,Region,Size,Rent
Duplex/Triplex,2,1.0,No,No,No,0,Limited,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,890.0,1050.0
Duplex/Triplex,2,1.0,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1000.0,1550.0
House,2,1.5,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1250.0,1475.0
Duplex/Triplex,3 + Den,2.0,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1300.0,1500.0
Duplex/Triplex,1,1.0,No,No,No,0,Limited,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,545.0,975.0
Townhouse,3,1.5,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1000.0,1800.0
Condo,1,1.0,Yes,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,655.0,1200.0
Duplex/Triplex,2,1.0,No,Yes,Yes,0,Limited,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,800.0,1000.0
Duplex/Triplex,4,2.0,No,No,No,1,Limited,No,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,2380.0,1500.0
Duplex/Triplex,2,1.0,No,No,No,1,Yes,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,1000.0,1334.0
Apartment,2,1.0,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,750.0,1485.0
Apartment,1,1.0,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,430.0,1305.0
Apartment,2,1.0,No,No,No,0,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,870.0,1135.0
Apartment,2,1.0,Yes,Yes,Yes,2,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000.0,1800.0
House,2,1.0,No,No,Yes,3,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,850.0,1400.0
Apartment,1,1.0,No,Yes,Yes,1,Yes,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,Month-to-month,Windsor University South Cameron,530.0,1100.0
Apartment,2,1.0,No,No,No,1,Limited,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,700.0,1195.0
Apartment,1,1.0,No,Yes,Yes,1,Limited,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,450.0,1375.0
Apartment,2,1.0,No,Yes,Yes,1,Limited,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,600.0,1450.0
Apartment,1 + Den,1.0,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South East Malden,600.0,1175.0
House,3,2.0,No,No,No,1,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1000.0,1700.0
Apartment,2,1.0,No,No,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,900.0,1250.0
House,3,1.0,No,No,No,2,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1500.0,1900.0
Duplex/Triplex,2,1.0,No,No,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1000.0,1350.0
Apartment,2,1.0,No,Yes,Yes,0,No,No,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,850.0,1350.0
House,3,1.0,No,No,No,1,No,No,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1500.0,1188.0
Apartment,2,1.0,Yes,Yes,Yes,1,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Balcony,1 Year,Windsor East Riverside,640.0,1503.0
House,4,2.0,No,No,No,1,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1800.0,2200.0
House,3,1.0,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1500.0,1800.0
Apartment,2,1.0,No,No,No,0,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,800.0,910.0
House,3,2.0,No,No,No,3,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1500.0,1700.0
Condo,2,2.5,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor East Riverside,1175.0,1900.0
Apartment,Bachelor/Studio,1.0,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Yes,Not Included,1 Year,Windsor City Centre NW Walkerville,500.0,900.0
Duplex/Triplex,3,2.0,No,No,No,0,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1612.0,1400.0
Duplex/Triplex,3,2.0,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1612.0,1675.0
Duplex/Triplex,1,1.0,No,No,No,1,Limited,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,545.0,1000.0
Apartment,2,1.0,Yes,Yes,Yes,1,No,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,870.0,1275.0
Apartment,2,1.0,No,Yes,No,0,Yes,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,870.0,1495.0
Duplex/Triplex,3,2.0,No,No,Yes,1,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1500.0,1350.0
Duplex/Triplex,3,2.0,No,No,Yes,1,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1350.0,1350.0
Apartment,Bachelor/Studio,1.0,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,700.0,895.0
House,3,1.0,No,No,No,2,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1058.0,2000.0
House,3,2.0,No,No,No,2,No,Yes,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1000.0,1750.0
House,2,1.0,No,No,No,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000.0,1550.0
Apartment,2,1.0,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Yes,Yes,No,Yes,Yes,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,870.0,1799.0
House,3,1.0,No,No,No,2,Limited,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1400.0,1795.0
Apartment,2,1.0,No,Yes,Yes,1,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,1200.0,1399.0
Townhouse,4 + Den,3.0,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Riverside,1450.0,1401.9880239520958
Apartment,1,1.0,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Yes,Yes,Yes,Not Included,Yes,Balcony,1 Year,Windsor West Forest Glade East Fontainbleu,700.0,1250.0
House,3,2.0,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor City Centre NW Walkerville,1400.0,400.0
House,5+,3.0,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000.0,475.0
House,5+,2.0,No,No,No,3,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000.0,475.0
Apartment,2,1.0,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,870.0,950.0
Duplex/Triplex,2,1.0,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1000.0,1150.0
Basement,1,1.0,No,No,No,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,400.0,1000.0
Apartment,2,1.0,No,Yes,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000.0,1400.0
Duplex/Triplex,1,1.0,No,No,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,240.0,1030.0
Apartment,1,1.0,No,Yes,Yes,1,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Yes,Not Included,Yes,Yes,Not Included,Yes,Balcony,Month-to-month,Windsor Riverside,780.0,1070.0
House,3,2.0,No,No,No,2,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,900.0,2000.0
House,4,2.5,No,No,No,2,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,2000.0,2300.0
Apartment,2,1.0,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1200.0,1650.0
House,1,1.0,No,No,No,0,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1234.0,550.0
House,3,2.0,No,No,No,1,Yes,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1369.0,2200.0
House,4,1.0,No,No,Yes,1,No,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1600.0,1600.0
Apartment,1,1.0,Yes,No,No,1,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,500.0,1000.0
Duplex/Triplex,4 + Den,1.5,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1200.0,1900.0
Condo,1,1.0,No,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Yes,Yes,Yes,Not Included,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,615.0,1650.0
House,3 + Den,2.0,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1800.0,1775.0
House,5+,3.0,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1500.0,1658.0
Condo,2,2.0,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1100.0,2175.0
House,5+,2.0,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1500.0,1704.0
House,3 + Den,1.5,No,No,No,1,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1234.0,1840.0
House,2,1.0,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,1000.0,1600.0
House,4,1.5,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1675.0,1874.0
House,5+,2.0,No,No,No,3,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1000.0,2000.0
Duplex/Triplex,2 + Den,1.0,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,900.0,1250.0
Apartment,2,1.0,No,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,800.0,1600.0
Apartment,1,1.0,No,Yes,Yes,2,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Yes,Not Included,1 Year,Windsor East East Walkerville,1100.0,1695.0
Duplex/Triplex,2,1.0,No,No,Yes,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,1000.0,1200.0
House,2,1.0,No,No,No,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1400.0,1200.0
Apartment,1,1.0,No,Yes,Yes,0,No,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,650.0,850.0
Apartment,1,1.0,No,Yes,Yes,1,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1234.0,850.0
House,3,1.0,No,No,No,2,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000.0,1600.0
House,3 + Den,2.0,No,No,No,3,Yes,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1100.0,2100.0
Apartment,2,1.0,Yes,Yes,Yes,1,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Yes,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,650.0,975.0
House,2,1.0,Yes,Yes,Yes,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,900.0,1800.0
Apartment,2,1.0,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,800.0,1200.0
House,3,2.0,No,No,No,3,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1100.0,2050.0
Apartment,Bachelor/Studio,1.0,No,No,Yes,1,Limited,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,500.0,700.0
Apartment,2,1.0,Yes,Yes,Yes,0,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,800.0,1200.0
Townhouse,2,1.0,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Riverside,1030.0,1750.0
Apartment,2,1.0,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor University South Cameron,1000.0,1255.0
Condo,Bachelor/Studio,1.0,Yes,Yes,Yes,1,No,Yes,No,Not Included,Not Included,Not Included,No,Not Included,Yes,Yes,Not Included,Not Included,Yes,Balcony,1 Year,Windsor West Forest Glade East Fontainbleu,450.0,1100.0
Apartment,1,1.0,No,Yes,Yes,0,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,1 Year,Windsor City Centre NW Walkerville,600.0,990.0
Apartment,2,1.0,No,No,Yes,1,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1200.0,1244.0
Duplex/Triplex,3,1.0,No,No,Yes,1,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,900.0,1400.0
House,3 + Den,2.0,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1200.0,1700.0
Condo,1,1.5,No,No,No,1,Yes,Yes,Yes,Laundry (In Unit),Not Included,Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor East Riverside,850.0,1650.0
House,3,1.0,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1100.0,1200.0
Apartment,Bachelor/Studio,1.0,Yes,Yes,Yes,1,Yes,No,Outdoors only,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,450.0,700.0
House,3,1.0,No,No,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1200.0,1750.0
House,5+,1.0,Yes,Yes,Yes,3,No,No,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1500.0,2600.0
Apartment,2,1.0,No,No,Yes,1,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,500.0,1000.0
House,Bachelor/Studio,1.0,Yes,Yes,Yes,2,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South East Malden,350.0,1200.0
Duplex/Triplex,3,2.0,No,No,No,0,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000.0,1600.0
House,3,1.0,No,No,No,2,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Forest Glade,1000.0,1900.0
Duplex/Triplex,3,1.0,No,Yes,Yes,2,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1100.0,1295.0
Basement,1,1.0,No,No,No,0,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East Forest Glade,700.0,1200.0
Basement,2 + Den,1.0,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,1300.0,1400.0
House,4,2.0,No,No,No,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,2400.0,1950.0
House,3,1.0,No,No,No,0,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,900.0,1695.0
Basement,3,1.5,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1800.0,1700.0
Condo,2,2.0,Yes,Yes,Yes,1,Limited,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Yes,Not Included,Yes,Yes,Yes,Yes,Not Included,1 Year,Windsor City Centre NW Walkerville,1150.0,2000.0
House,3 + Den,1.5,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1250.0,1750.0
House,4 + Den,1.0,No,No,No,2,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000.0,1800.0
Apartment,1,1.0,No,Yes,Yes,0,Limited,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,683.0,1305.0
Apartment,2,1.0,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,870.0,900.0
Apartment,1,1.0,No,No,No,0,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,683.0,899.0
